movie_id, movie_time, user_id, rate, rate_time
30, 2003 ,1718816 ,4 , 2004-05-22
30, 2003 ,890144 ,5 , 2004-06-24
30, 2003 ,2517152 ,5 , 2005-03-27
30, 2003 ,264160 ,4 , 2005-07-06
30, 2003 ,1630080 ,5 , 2004-06-24
30, 2003 ,1852416 ,5 , 2005-02-17
30, 2003 ,1408352 ,3 , 2004-12-03
30, 2003 ,73664 ,3 , 2004-04-10
30, 2003 ,676736 ,4 , 2004-08-04
30, 2003 ,1504000 ,4 , 2004-04-23
30, 2003 ,924064 ,3 , 2005-01-21
30, 2003 ,1760640 ,3 , 2005-03-15
30, 2003 ,1704384 ,3 , 2005-02-28
30, 2003 ,1313632 ,3 , 2005-04-06
30, 2003 ,1488256 ,3 , 2005-08-24
30, 2003 ,72192 ,2 , 2005-07-31
30, 2003 ,1937376 ,4 , 2004-05-25
30, 2003 ,644960 ,3 , 2005-05-18
30, 2003 ,386752 ,5 , 2004-04-23
30, 2003 ,349248 ,5 , 2004-12-15
30, 2003 ,1280640 ,2 , 2004-05-06
30, 2003 ,129888 ,3 , 2004-09-22
30, 2003 ,1945344 ,4 , 2005-03-21
30, 2003 ,1770240 ,3 , 2004-08-31
30, 2003 ,1943456 ,4 , 2005-02-14
30, 2003 ,827136 ,4 , 2005-03-22
30, 2003 ,2275232 ,5 , 2004-04-21
30, 2003 ,2649120 ,1 , 2005-09-26
30, 2003 ,2379360 ,4 , 2005-07-12
30, 2003 ,220512 ,4 , 2004-04-12
30, 2003 ,904768 ,4 , 2004-05-06
30, 2003 ,415808 ,5 , 2004-12-02
30, 2003 ,2593184 ,5 , 2005-05-09
30, 2003 ,1272320 ,5 , 2005-10-25
30, 2003 ,1661120 ,4 , 2005-12-14
30, 2003 ,1860768 ,4 , 2005-01-27
30, 2003 ,119936 ,4 , 2005-06-10
30, 2003 ,583264 ,4 , 2004-12-30
30, 2003 ,517888 ,4 , 2005-04-04
30, 2003 ,2338304 ,3 , 2004-06-11
30, 2003 ,2260832 ,3 , 2004-06-25
30, 2003 ,2620000 ,5 , 2005-05-30
30, 2003 ,1234944 ,5 , 2005-05-01
30, 2003 ,959968 ,3 , 2005-02-13
30, 2003 ,1302464 ,4 , 2004-04-12
30, 2003 ,1356608 ,3 , 2005-11-02
30, 2003 ,1736256 ,5 , 2005-11-03
30, 2003 ,1271040 ,3 , 2004-04-29
30, 2003 ,2377088 ,1 , 2004-06-01
30, 2003 ,481312 ,4 , 2004-08-05
30, 2003 ,560960 ,5 , 2004-06-21
30, 2003 ,236288 ,5 , 2005-09-07
30, 2003 ,844352 ,4 , 2004-04-23
30, 2003 ,2068896 ,3 , 2005-03-08
30, 2003 ,1194048 ,1 , 2005-10-02
30, 2003 ,724256 ,3 , 2005-03-03
30, 2003 ,1321184 ,4 , 2004-05-26
30, 2003 ,756544 ,4 , 2005-04-21
30, 2003 ,2004864 ,2 , 2005-10-17
30, 2003 ,636256 ,3 , 2005-03-17
30, 2003 ,497824 ,2 , 2005-08-04
30, 2003 ,696288 ,5 , 2004-05-12
30, 2003 ,2156352 ,5 , 2004-07-13
30, 2003 ,231712 ,2 , 2005-06-13
30, 2003 ,2042528 ,3 , 2005-06-14
30, 2003 ,346816 ,4 , 2005-07-02
30, 2003 ,392096 ,4 , 2005-07-08
30, 2003 ,211008 ,3 , 2004-05-18
30, 2003 ,1672832 ,3 , 2005-10-01
30, 2003 ,500480 ,3 , 2004-06-11
30, 2003 ,1532096 ,3 , 2005-08-01
30, 2003 ,1237344 ,3 , 2005-11-28
30, 2003 ,2504928 ,3 , 2004-08-26
30, 2003 ,1555872 ,3 , 2004-07-22
30, 2003 ,1560960 ,4 , 2004-07-10
30, 2003 ,850880 ,3 , 2004-08-22
30, 2003 ,2284448 ,4 , 2005-03-18
30, 2003 ,1861440 ,2 , 2004-07-13
30, 2003 ,621728 ,4 , 2005-09-07
30, 2003 ,888032 ,2 , 2004-05-06
30, 2003 ,1709888 ,4 , 2004-06-01
30, 2003 ,1702272 ,4 , 2004-08-16
30, 2003 ,238432 ,5 , 2004-11-24
30, 2003 ,585664 ,4 , 2004-07-20
30, 2003 ,1937120 ,2 , 2005-07-22
30, 2003 ,1689344 ,4 , 2005-08-15
30, 2003 ,677536 ,5 , 2004-11-04
30, 2003 ,1031680 ,4 , 2004-09-14
30, 2003 ,1986816 ,4 , 2004-06-14
30, 2003 ,1033856 ,3 , 2005-03-18
30, 2003 ,32928 ,4 , 2004-05-25
30, 2003 ,1454400 ,4 , 2005-05-06
30, 2003 ,1338656 ,3 , 2004-12-02
30, 2003 ,486048 ,4 , 2004-09-14
30, 2003 ,2032928 ,4 , 2005-12-15
30, 2003 ,1042112 ,4 , 2004-11-02
30, 2003 ,447168 ,5 , 2005-01-11
30, 2003 ,273344 ,4 , 2005-04-22
30, 2003 ,2286304 ,5 , 2005-08-04
30, 2003 ,274720 ,5 , 2005-08-11
30, 2003 ,2222976 ,5 , 2004-05-05
30, 2003 ,2015040 ,3 , 2004-12-04
30, 2003 ,2504608 ,5 , 2005-12-03
30, 2003 ,13856 ,3 , 2004-12-13
30, 2003 ,511936 ,3 , 2004-07-14
30, 2003 ,1051136 ,4 , 2005-02-09
30, 2003 ,1487232 ,5 , 2004-09-28
30, 2003 ,1897824 ,3 , 2005-03-15
30, 2003 ,2356448 ,4 , 2004-05-28
30, 2003 ,1158880 ,5 , 2005-07-09
40, 2004 ,686752 ,3 , 2005-06-22
80, 1979 ,478176 ,4 , 2005-04-11
80, 1979 ,1511008 ,4 , 2005-03-25
100, 1993 ,592416 ,2 , 2005-01-22
110, 1989 ,523744 ,1 , 2004-07-29
150, 2001 ,1806112 ,4 , 2005-02-16
150, 2001 ,1117152 ,3 , 2004-08-27
170, 1972 ,2566592 ,4 , 2004-07-04
180, 2002 ,1668640 ,3 , 2004-07-28
240, 1942 ,904768 ,4 , 2005-10-12
240, 1942 ,1989248 ,5 , 2004-10-23
240, 1942 ,427072 ,3 , 2004-08-11
240, 1942 ,305344 ,1 , 2003-09-20
240, 1942 ,1307968 ,4 , 2004-10-29
240, 1942 ,1279360 ,4 , 2004-04-10
240, 1942 ,2524736 ,3 , 2004-10-14
270, 2001 ,844736 ,5 , 2004-05-02
270, 2001 ,1846592 ,4 , 2005-07-26
270, 2001 ,463712 ,5 , 2004-04-30
270, 2001 ,72192 ,4 , 2005-07-20
270, 2001 ,667136 ,5 , 2003-10-06
270, 2001 ,478176 ,3 , 2005-04-01
270, 2001 ,2105216 ,5 , 2003-12-07
270, 2001 ,1903712 ,5 , 2005-08-20
270, 2001 ,2631744 ,5 , 2005-10-09
270, 2001 ,2298976 ,5 , 2005-08-25
270, 2001 ,966080 ,5 , 2005-05-31
270, 2001 ,2181504 ,4 , 2005-06-14
270, 2001 ,485536 ,5 , 2004-03-01
270, 2001 ,1707072 ,5 , 2004-05-02
270, 2001 ,1767072 ,5 , 2005-07-18
270, 2001 ,165664 ,1 , 2005-09-10
270, 2001 ,1446944 ,5 , 2005-06-26
270, 2001 ,1773760 ,5 , 2005-04-25
270, 2001 ,1999872 ,5 , 2003-09-15
270, 2001 ,802944 ,4 , 2005-04-27
270, 2001 ,2248064 ,5 , 2005-01-11
270, 2001 ,873472 ,5 , 2004-12-09
270, 2001 ,194528 ,5 , 2004-04-07
270, 2001 ,2107936 ,5 , 2005-08-03
270, 2001 ,2212512 ,5 , 2004-01-19
270, 2001 ,736352 ,5 , 2005-05-10
270, 2001 ,2326560 ,5 , 2005-06-20
270, 2001 ,804064 ,5 , 2005-08-12
270, 2001 ,1616736 ,5 , 2005-11-19
270, 2001 ,212064 ,4 , 2005-05-21
270, 2001 ,1335584 ,5 , 2004-03-09
270, 2001 ,1089664 ,1 , 2003-11-04
270, 2001 ,1449760 ,5 , 2004-04-20
270, 2001 ,2094720 ,4 , 2005-02-20
270, 2001 ,537632 ,5 , 2005-06-12
270, 2001 ,722112 ,5 , 2005-04-06
270, 2001 ,925472 ,4 , 2005-09-23
270, 2001 ,13856 ,5 , 2005-06-27
270, 2001 ,1897824 ,5 , 2005-08-27
270, 2001 ,2453056 ,5 , 2004-11-04
270, 2001 ,141920 ,1 , 2004-05-02
290, 2004 ,1260480 ,5 , 2005-07-07
290, 2004 ,522720 ,5 , 2005-01-22
290, 2004 ,528384 ,3 , 2005-01-23
290, 2004 ,759968 ,3 , 2005-05-31
290, 2004 ,796192 ,5 , 2005-02-15
290, 2004 ,1284640 ,3 , 2005-03-26
290, 2004 ,1288928 ,4 , 2005-02-28
290, 2004 ,2207520 ,3 , 2005-04-21
290, 2004 ,671808 ,5 , 2005-06-24
290, 2004 ,699744 ,4 , 2005-11-15
290, 2004 ,1410528 ,5 , 2005-03-16
290, 2004 ,732960 ,3 , 2005-01-10
290, 2004 ,711552 ,4 , 2005-04-25
290, 2004 ,1796384 ,5 , 2005-06-07
290, 2004 ,1969536 ,4 , 2005-02-23
290, 2004 ,1260992 ,5 , 2005-01-02
290, 2004 ,1991264 ,4 , 2005-03-16
290, 2004 ,545568 ,5 , 2005-04-27
290, 2004 ,395520 ,4 , 2005-02-21
290, 2004 ,1898880 ,3 , 2005-01-25
290, 2004 ,596544 ,5 , 2005-09-25
290, 2004 ,2369280 ,5 , 2004-08-04
290, 2004 ,1635968 ,4 , 2005-03-05
290, 2004 ,2527840 ,4 , 2005-07-20
290, 2004 ,2348512 ,5 , 2005-06-14
290, 2004 ,2193920 ,2 , 2005-01-19
290, 2004 ,2523584 ,5 , 2005-01-13
290, 2004 ,2376512 ,4 , 2005-02-19
290, 2004 ,340960 ,3 , 2005-08-19
290, 2004 ,823520 ,5 , 2005-01-31
290, 2004 ,519040 ,4 , 2005-02-17
290, 2004 ,523744 ,4 , 2005-10-17
290, 2004 ,1230080 ,4 , 2005-06-16
290, 2004 ,2033888 ,3 , 2005-12-12
290, 2004 ,2136800 ,4 , 2005-06-14
290, 2004 ,416672 ,4 , 2005-02-24
290, 2004 ,609280 ,3 , 2005-06-30
310, 2000 ,1973248 ,2 , 2003-12-12
330, 1998 ,724000 ,5 , 2004-06-23
330, 1998 ,1062016 ,3 , 2005-02-06
330, 1998 ,1306112 ,4 , 2005-10-22
330, 1998 ,1847040 ,4 , 2002-03-27
330, 1998 ,1688256 ,5 , 2004-04-09
330, 1998 ,1727232 ,3 , 2004-08-30
330, 1998 ,1860768 ,3 , 2005-02-16
330, 1998 ,302304 ,4 , 2005-10-27
330, 1998 ,2075584 ,4 , 2005-06-03
330, 1998 ,1443328 ,4 , 2005-11-02
330, 1998 ,1218848 ,5 , 2004-04-15
330, 1998 ,654304 ,3 , 2005-04-03
330, 1998 ,1892864 ,2 , 2005-06-07
330, 1998 ,789408 ,3 , 2005-07-20
330, 1998 ,913920 ,4 , 2005-08-06
330, 1998 ,1089888 ,3 , 2005-06-20
330, 1998 ,801632 ,4 , 2004-06-08
330, 1998 ,1218400 ,2 , 2005-07-22
330, 1998 ,1269376 ,3 , 2005-09-01
330, 1998 ,2022496 ,4 , 2004-04-12
330, 1998 ,2523488 ,3 , 2005-07-29
330, 1998 ,2021728 ,4 , 2004-12-19
330, 1998 ,262880 ,5 , 2004-01-27
330, 1998 ,274560 ,5 , 2000-01-20
330, 1998 ,336768 ,3 , 2005-03-21
330, 1998 ,103232 ,3 , 2005-08-09
330, 1998 ,336960 ,3 , 2005-08-22
330, 1998 ,229472 ,5 , 2005-03-09
330, 1998 ,1563360 ,2 , 2004-06-11
330, 1998 ,902400 ,4 , 2005-07-12
340, 1998 ,305344 ,1 , 2003-03-23
350, 1993 ,2321824 ,5 , 2005-08-12
350, 1993 ,1809696 ,5 , 2005-08-25
360, 1999 ,2592256 ,1 , 2004-05-25
360, 1999 ,564320 ,2 , 2004-08-04
360, 1999 ,2318944 ,1 , 2005-06-06
370, 1918 ,691808 ,2 , 2002-07-16
380, 1992 ,1032896 ,5 , 2004-01-26
390, 1981 ,2647520 ,2 , 2004-01-30
390, 1981 ,1740800 ,3 , 2004-01-21
390, 1981 ,650528 ,3 , 2003-09-16
390, 1981 ,2275040 ,2 , 2003-12-05
390, 1981 ,1661344 ,4 , 2003-11-13
390, 1981 ,558720 ,2 , 2003-05-27
390, 1981 ,1580032 ,1 , 2003-11-12
390, 1981 ,335840 ,2 , 2003-10-14
390, 1981 ,1835584 ,3 , 2003-12-10
400, 1970 ,1924992 ,4 , 2004-10-27
400, 1970 ,900992 ,4 , 2004-09-27
400, 1970 ,1123424 ,5 , 2004-12-22
400, 1970 ,392768 ,5 , 2005-04-05
400, 1970 ,2077664 ,3 , 2005-09-07
420, 1999 ,822400 ,4 , 2002-03-28
420, 1999 ,541376 ,3 , 2002-03-12
420, 1999 ,787136 ,4 , 2004-08-13
420, 1999 ,302304 ,4 , 2005-03-15
420, 1999 ,1991264 ,5 , 2004-08-12
420, 1999 ,2629184 ,4 , 2004-08-30
420, 1999 ,735296 ,3 , 2003-05-04
430, 2002 ,741248 ,5 , 2005-11-04
460, 1971 ,1485312 ,3 , 2004-07-16
480, 1997 ,449856 ,2 , 2004-04-02
490, 1999 ,2432992 ,5 , 2004-04-26
530, 1987 ,1279360 ,2 , 2004-08-27
550, 1995 ,1070432 ,3 , 2003-04-03
550, 1995 ,728288 ,4 , 2005-07-07
550, 1995 ,2495584 ,4 , 2005-09-27
550, 1995 ,787968 ,4 , 2005-07-06
550, 1995 ,1711744 ,4 , 2005-03-18
550, 1995 ,985344 ,3 , 2004-01-19
550, 1995 ,1352800 ,4 , 2005-03-13
550, 1995 ,1426080 ,3 , 2004-08-19
550, 1995 ,295296 ,3 , 2005-05-11
550, 1995 ,2151360 ,3 , 2002-12-18
550, 1995 ,205696 ,5 , 2005-04-11
550, 1995 ,654304 ,2 , 2005-04-11
550, 1995 ,57344 ,2 , 2005-01-19
550, 1995 ,1793408 ,1 , 2001-06-09
550, 1995 ,513120 ,3 , 2004-11-19
550, 1995 ,2435040 ,3 , 2004-06-29
550, 1995 ,1777696 ,4 , 2001-04-19
550, 1995 ,1569728 ,3 , 2003-06-11
550, 1995 ,472736 ,4 , 2004-10-29
550, 1995 ,888032 ,3 , 2003-12-10
550, 1995 ,2017088 ,4 , 2005-09-16
550, 1995 ,1580032 ,1 , 2003-08-18
550, 1995 ,1488032 ,3 , 2004-07-28
550, 1995 ,747168 ,3 , 2004-06-30
550, 1995 ,584416 ,3 , 2000-05-18
550, 1995 ,1415232 ,2 , 2003-10-04
550, 1995 ,2325440 ,1 , 2000-02-15
550, 1995 ,1462208 ,4 , 2004-02-26
550, 1995 ,286912 ,3 , 2001-07-27
550, 1995 ,2637760 ,5 , 2005-03-01
560, 2003 ,206272 ,5 , 2005-10-16
580, 1971 ,479648 ,3 , 2004-11-01
580, 1971 ,1622272 ,2 , 2004-10-17
580, 1971 ,1529376 ,3 , 2005-12-09
580, 1971 ,2138016 ,3 , 2004-12-12
580, 1971 ,1712704 ,1 , 2004-09-27
580, 1971 ,873472 ,4 , 2004-11-29
580, 1971 ,1845472 ,1 , 2005-04-13
580, 1971 ,2013504 ,3 , 2005-08-03
580, 1971 ,264960 ,4 , 2004-10-01
600, 1966 ,2065920 ,2 , 2003-12-30
640, 1992 ,1279360 ,4 , 2005-11-07
650, 2002 ,1242336 ,1 , 2004-11-30
650, 2002 ,1367456 ,1 , 2004-03-16
660, 2000 ,365984 ,4 , 2003-03-15
660, 2000 ,2179904 ,4 , 2002-12-24
660, 2000 ,646560 ,5 , 2005-12-24
660, 2000 ,2309760 ,5 , 2002-07-20
660, 2000 ,122752 ,4 , 2004-12-21
660, 2000 ,89248 ,4 , 2005-02-23
660, 2000 ,1836576 ,2 , 2005-08-15
660, 2000 ,1035584 ,3 , 2005-10-29
660, 2000 ,566720 ,4 , 2004-04-13
660, 2000 ,419616 ,4 , 2005-01-12
660, 2000 ,561184 ,4 , 2004-08-17
660, 2000 ,1679040 ,4 , 2005-01-10
660, 2000 ,2248000 ,5 , 2002-10-25
660, 2000 ,2021728 ,4 , 2004-12-24
660, 2000 ,134784 ,4 , 2005-05-20
660, 2000 ,1909056 ,4 , 2004-08-22
660, 2000 ,1667296 ,4 , 2004-05-22
670, 2002 ,2412160 ,4 , 2005-02-21
670, 2002 ,296608 ,4 , 2004-08-20
670, 2002 ,2551744 ,5 , 2003-10-15
670, 2002 ,1841056 ,3 , 2004-06-22
670, 2002 ,2136800 ,4 , 2003-11-30
670, 2002 ,916384 ,4 , 2005-11-07
680, 2000 ,2602560 ,5 , 2004-05-16
680, 2000 ,1177952 ,4 , 2004-07-23
700, 1997 ,1407104 ,3 , 2003-11-20
700, 1997 ,1406528 ,4 , 2005-01-09
700, 1997 ,2644448 ,4 , 2003-11-03
700, 1997 ,2327264 ,3 , 2005-10-31
700, 1997 ,635808 ,4 , 2005-08-15
700, 1997 ,1704416 ,2 , 2005-06-20
720, 1989 ,2065920 ,4 , 2005-06-28
720, 1989 ,568832 ,4 , 2003-10-14
720, 1989 ,1099072 ,4 , 2004-06-17
720, 1989 ,1450048 ,4 , 2005-10-14
720, 1989 ,156416 ,5 , 2005-03-21
720, 1989 ,1471520 ,4 , 2005-06-10
720, 1989 ,2319520 ,5 , 2005-08-15
720, 1989 ,872064 ,1 , 2004-09-06
720, 1989 ,962304 ,2 , 2003-11-17
720, 1989 ,344064 ,4 , 2004-01-16
720, 1989 ,2343520 ,3 , 2005-07-18
720, 1989 ,2390368 ,5 , 2004-09-07
720, 1989 ,1001376 ,5 , 2005-01-28
720, 1989 ,458592 ,5 , 2004-11-03
720, 1989 ,404000 ,4 , 2004-07-09
